"REF_DATE","GEO","DGUID","Homicides","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2003","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","0","","","","0"
"2004","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","1","","","","0"
"2005","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","0","","","","0"
"2006","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","0","","","","0"
"2007","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","4","","","","0"
"2008","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","1","","","","0"
"2009","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","3","","","","0"
"2010","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","0","","","","0"
"2011","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","1","","","","0"
"2012","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","2","","","","0"
"2013","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","1","","","","0"
"2014","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","4","","","","0"
"2015","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","2","","","","0"
"2016","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","0","","","","0"
"2017","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","1","","","","0"
"2018","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","2","","","","0"
"2019","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","0","","","","0"
"2020","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","2","","","","0"
"2021","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","0","","","","0"
"2022","Trois-Rivières, Quebec","2021A003524442","Number of homicide victims","Number","223","units","0","v1489186","26.1","3","","","","0"
"1981","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1982","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1983","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1984","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1985","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1986","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1987","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1988","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1989","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1990","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1991","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1992","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1993","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1994","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1995","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1996","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1997","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1998","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"1999","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"2000","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"2001","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"2002","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"2003","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"2004","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"2005","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","","..","","","0"
"2006","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","2","","","","0"
"2007","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","1","","","","0"
"2008","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","2","","","","0"
"2009","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","2","","","","0"
"2010","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","1","","","","0"
"2011","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","2","","","","0"
"2012","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","0","","","","0"
"2013","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","1","","","","0"
"2014","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","0","","","","0"
"2015","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","0","","","","0"
"2016","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","4","","","","0"
"2017","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","5","","","","0"
"2018","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","5","","","","0"
"2019","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","4","","","","0"
"2020","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","5","","","","0"
"2021","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","5","","","","0"
"2022","Brantford, Ontario","2021A003535543","Number of homicide victims","Number","223","units","0","v52154448","36.1","7","","","","0"
"1981","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1982","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1983","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1984","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1985","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1986","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1987","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1988","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1989","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1990","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1991","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1992","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1993","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1994","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1995","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1996","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1997","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1998","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"1999","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"2000","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"2001","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"2002","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"2003","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"2004","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"2005","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","","..","","","0"
"2006","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","2","","","","0"
"2007","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","1","","","","0"
"2008","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","0","","","","0"
"2009","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","1","","","","0"
"2010","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","0","","","","0"
"2011","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","1","","","","0"
"2012","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","1","","","","0"
"2013","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","0","","","","0"
"2014","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","3","","","","0"
"2015","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","2","","","","0"
"2016","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","1","","","","0"
"2017","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","1","","","","0"
"2018","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","1","","","","0"
"2019","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","0","","","","0"
"2020","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","3","","","","0"
"2021","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","0","","","","0"
"2022","Guelph, Ontario","2021A003535550","Number of homicide victims","Number","223","units","0","v52154450","38.1","2","","","","0"
"1981","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","5","","","","0"
"1982","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","2","","","","0"
"1983","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","3","","","","0"
"1984","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","1","","","","0"
"1985","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","2","","","","0"
"1986","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","2","","","","0"
"1987","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","7","","","","0"
"1988","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","4","","","","0"
"1989","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","3","","","","0"
"1990","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","2","","","","0"
"1991","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","4","","","","0"
"1992","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","4","","","","0"
"1993","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","2","","","","0"
"1994","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","6","","","","0"
"1995","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","3","","","","0"
"1996","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","0","","","","0"
"1997","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","3","","","","0"
"1998","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","0","","","","0"
"1999","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","1","","","","0"
"2000","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","1","","","","0"
"2001","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","1","","","","0"
"2002","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","2","","","","0"
"2003","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","1","","","","0"
"2004","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","1","","","","0"
"2005","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","0","","","","0"
"2006","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","2","","","","0"
"2007","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","2","","","","0"
"2008","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","1","","","","0"
"2009","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","2","","","","0"
"2010","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","2","","","","0"
"2011","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","3","","","","0"
"2012","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","2","","","","0"
"2013","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","2","","","","0"
"2014","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","3","","","","0"
"2015","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","3","","","","0"
"2016","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","3","","","","0"
"2017","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","1","","","","0"
"2018","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","1","","","","0"
"2019","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","3","","","","0"
"2020","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","1","","","","0"
"2021","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","1","","","","0"
"2022","Saint John, New Brunswick","2021A003513310","Number of homicide victims","Number","223","units","0","v1489184","25.1","2","","","","0"
"1981","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1982","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1983","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1984","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1985","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1986","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1987","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1988","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1989","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1990","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1991","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1992","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1993","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1994","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1995","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1996","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1997","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1998","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"1999","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"2000","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"2001","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"2002","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"2003","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"2004","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"2005","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","","..","","","0"
"2006","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","0","","","","0"
"2007","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","1","","","","0"
"2008","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","1","","","","0"
"2009","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","1","","","","0"
"2010","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","2","","","","0"
"2011","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","3","","","","0"
"2012","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","2","","","","0"
"2013","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","0","","","","0"
"2014","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","1","","","","0"
"2015","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","1","","","","0"
"2016","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","2","","","","0"
"2017","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","1","","","","0"
"2018","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","1","","","","0"
"2019","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","1","","","","0"
"2020","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","3","","","","0"
"2021","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","2","","","","0"
"2022","Peterborough, Ontario","2021A003535529","Number of homicide victims","Number","223","units","0","v52154451","39.1","3","","","","0"
"1981","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","3","","","","0"
"1982","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","3","","","","0"
"1983","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","3","","","","0"
"1984","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","7","","","","0"
"1985","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","4","","","","0"
"1986","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","1","","","","0"
"1987","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","6","","","","0"
"1988","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","3","","","","0"
"1989","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","1","","","","0"
"1990","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","1","","","","0"
"1991","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","3","","","","0"
"1992","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","7","","","","0"
"1993","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","5","","","","0"
"1994","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","4","","","","0"
"1995","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","5","","","","0"
"1996","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","2","","","","0"
"1997","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","3","","","","0"
"1998","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","3","","","","0"
"1999","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","4","","","","0"
"2000","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","1","","","","0"
"2001","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","3","","","","0"
"2002","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","1","","","","0"
"2003","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","1","","","","0"
"2004","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","0","","","","0"
"2005","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","3","","","","0"
"2006","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","2","","","","0"
"2007","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","2","","","","0"
"2008","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","0","","","","0"
"2009","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","6","","","","0"
"2010","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","5","","","","0"
"2011","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","4","","","","0"
"2012","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","7","","","","0"
"2013","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","3","","","","0"
"2014","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","11","","","","0"
"2015","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","3","","","","0"
"2016","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","8","","","","0"
"2017","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","7","","","","0"
"2018","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","8","","","","0"
"2019","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","7","","","","0"
"2020","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","9","","","","0"
"2021","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","6","","","","0"
"2022","Thunder Bay, Ontario","2021A003535595","Number of homicide victims","Number","223","units","0","v1489188","27.1","15","","","","0"
"1991","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"1992","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"1993","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"1994","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"1995","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"1996","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"1997","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"1998","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"1999","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2000","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
"2001","Lethbridge, Alberta","2021A003548810","Number of homicide victims","Number","223","units","0","v1064468059","40.1","","..","","","0"
